Sr_No,Cust_ID,FCC_FCR_ID,Application_No,Cust_Name,Segment,Application_Status,Type_of_Workflow,Type_of_case,Proj_Finance (Y/N),Zone,RM_Name,RM_ID,Analyst_Name,RBH_Name,RCH_Name,JD/Committee,Final_Approval_Month,#_Iterations,Business_Supervisory_Review_(Y/N),Credit_Supervisory_Review_(Y/N),Date_of_Input,Date_of_Login,Date_of_Circulation,Date_of_BH_Approval,Date_of_CH_Approval,Date_of_Final_Approval,CAM_Creation_TAT,Credit_Review_TAT,Business_Review_TAT,Total_Review_TAT,Committee_TAT,RM_TAT,Final_TAT,Overall_TAT,Current_Exposure,Proposed_Exposure,CAM_Finalization_InDate,CAM_Finalization_TAT
213,CTPT-6583,NA,APP-1212,Martin Group,IT Services,REJECT,APPWF_BGNBB,Restructuring,Y,WEST,Renee Burke,RM4832,Jeanette Mata,Christopher Hawkins,Harry Harris,BOD,November,4,Y,Y,03-06-2019,03-06-2019,06-06-2019,09-06-2019,NA,NA,9,5,5,19,5,4,28,30,42739578,42927899,NA,NA
214,CTPT-7599,NA,APP-1213,Snyder Group,Retail,REJECT,APPWF_BGNBB,Restructuring,Y,CENTRAL,Jonathan Daniel,RM9471,Monica Richardson,Shannon Jackson,Joseph Hicks,ZCC,March,5,N,N,27-01-2020,27-01-2020,27-01-2020,28-01-2020,NA,NA,6,3,2,11,3,4,18,19,75797486,77960089,NA,NA
215,CTPT-8374,NA,APP-1214,"Thompson, Reid and Howard",Textiles,REJECT,APPWF_BGNBB,Fresh,N,SOUTH,Joseph Ford,RM4333,Lisa Patel,Christopher Hawkins,Joan Barry,FRC,January,6,Y,N,25-02-2022,25-02-2022,28-02-2022,05-03-2022,NA,NA,5,3,6,14,4,4,22,25,62161342,66325162,NA,NA
216,CTPT-7592,NA,APP-1215,"Smith, Ford and Yoder",IT Services,APPROVE,APPWF_RSTBB,Fresh,N,CENTRAL,Jon Wiggins,RM5172,Leonard Young,Karen Nelson,Joseph Hicks,JDC,December,7,Y,Y,09-10-2019,11-10-2019,14-10-2019,18-10-2019,20-10-2019,22-10-2019,2,4,8,14,2,4,20,20,10600612,11102534,22-10-2019,0
217,CTPT-7472,NA,APP-1216,Dennis Group,Education,APPROVE,APPWF_RNWBB,Restructuring,Y,WEST,Renee Burke,RM9704,Keith Kramer,Shannon Jackson,Joan Barry,BOD,December,4,N,Y,04-05-2022,06-05-2022,07-05-2022,07-05-2022,10-05-2022,14-05-2022,10,2,9,21,1,2,24,27,86624691,87538825,14-05-2022,0
218,CTPT-3542,NA,APP-1217,Ray-Abbott,Education,PENDING,APPWF_RSTBB,Fresh,N,SOUTH,Steve Jones,RM7736,Scott Aguilar,Teresa Aguilar,Joseph Hicks,FRC,August,8,Y,Y,29-12-2019,29-12-2019,31-12-2019,01-01-2020,NA,NA,7,2,5,14,2,5,21,23,32523119,34447781,NA,NA
219,CTPT-9635,FCR-773,APP-1218,Cobb-Ruiz,Construction,REJECT,APPWF_BGNBB,Restructuring,N,CENTRAL,Douglas Mccarthy,RM1393,Stephanie Pearson,Teresa Aguilar,Joseph Hicks,BOD,October,5,Y,Y,06-02-2021,08-02-2021,09-02-2021,10-02-2021,NA,NA,4,7,10,21,1,2,24,26,84769282,86716947,NA,NA
220,CTPT-9512,NA,APP-1219,"Hamilton, Thompson and Lucas",Manufacturing,PENDING,APPWF_RNWBB,Fresh,N,CENTRAL,Justin Walton,RM8576,Stephanie Pearson,Karen Nelson,Joan Barry,ZCC,May,4,N,Y,02-06-2019,04-06-2019,04-06-2019,06-06-2019,NA,NA,8,9,8,25,5,2,32,34,54785142,55063935,NA,NA
221,CTPT-1771,NA,APP-1220,Mitchell PLC,IT Services,APPROVE,APPWF_BGNBB,Restructuring,N,SOUTH,Justin Walton,RM9379,Carlos Wilson,Shannon Jackson,Joseph Hicks,FRC,November,10,Y,Y,08-10-2018,09-10-2018,11-10-2018,12-10-2018,15-10-2018,20-10-2018,3,2,1,6,3,2,11,11,58519677,58290920,22-10-2018,2
222,CTPT-9554,NA,APP-1221,"Garcia, Hudson and Morales",Education,APPROVE,APPWF_BGNBB,Fresh,N,SOUTH,Steve Jones,RM9648,Ricardo Mcknight,Shannon Jackson,Joan Barry,ZCC,March,5,N,N,20-08-2024,22-08-2024,23-08-2024,24-08-2024,25-08-2024,29-08-2024,5,8,3,16,3,3,22,22,28771136,30377974,30-08-2024,1
223,CTPT-8775,FCR-885,APP-1222,"Torres, Hooper and White",Manufacturing,PENDING,APPWF_BGNBB,Fresh,N,CENTRAL,Deanna Jones,RM4795,Tammy Moody,Christopher Hawkins,John Weeks,FRC,January,2,N,N,22-09-2023,22-09-2023,22-09-2023,25-09-2023,NA,NA,1,2,4,7,4,3,14,14,99796021,103791287,NA,NA
224,CTPT-5359,NA,APP-1223,"Thornton, Jennings and Powell",Manufacturing,APPROVE,APPWF_RSTBB,Fresh,Y,NORTH,Franklin Harrell DDS,RM8611,Tammy Moody,Teresa Aguilar,Joan Barry,BOD,January,10,Y,Y,26-09-2021,26-09-2021,29-09-2021,03-10-2021,05-10-2021,05-10-2021,9,5,9,23,3,4,30,32,51188839,52005161,07-10-2021,2
225,CTPT-5747,NA,APP-1224,Smith Inc,Textiles,APPROVE,APPWF_RSTBB,Fresh,N,WEST,Kimberly Gillespie,RM5915,Ricardo Mcknight,Karen Nelson,Joseph Hicks,BOD,August,8,N,Y,15-05-2025,15-05-2025,17-05-2025,17-05-2025,19-05-2025,23-05-2025,6,8,9,23,4,5,32,35,72128852,72715082,26-05-2025,3
226,CTPT-3393,FCR-219,APP-1225,Sullivan-Webb,Education,APPROVE,APPWF_RNWBB,Fresh,N,WEST,Renee Burke,RM9568,Carlos Wilson,Shannon Jackson,John Weeks,BOD,January,7,Y,Y,20-03-2024,20-03-2024,20-03-2024,25-03-2024,27-03-2024,01-04-2024,9,9,10,28,2,2,32,33,68251982,72306664,03-04-2024,2
227,CTPT-5110,NA,APP-1226,"Wallace, Robles and Rhodes",Pharmaceuticals,PENDING,APPWF_RSTBB,Fresh,N,SOUTH,Deanna Jones,RM5445,Matthew Horn,Teresa Aguilar,Harry Harris,ZCC,August,2,Y,N,24-03-2025,25-03-2025,27-03-2025,27-03-2025,NA,NA,9,7,10,26,3,3,32,32,47234055,50996771,NA,NA
228,CTPT-9024,NA,APP-1227,"Rodriguez, Wilson and Macdonald",Retail,REJECT,APPWF_RSTBB,Fresh,Y,SOUTH,Sandy Gutierrez,RM6926,Taylor James,Shannon Jackson,Richard Ferguson,BOD,November,9,N,Y,05-04-2021,05-04-2021,07-04-2021,08-04-2021,NA,NA,6,2,2,10,4,4,18,18,30827830,34076920,NA,NA
229,CTPT-9895,NA,APP-1228,"Sparks, Sloan and Huerta",Retail,APPROVE,APPWF_RSTBB,Renewal,N,WEST,Mr. Jason Simpson,RM7835,Stephanie Pearson,Karen Nelson,Harry Harris,ZCC,October,4,N,N,25-10-2018,25-10-2018,26-10-2018,27-10-2018,28-10-2018,28-10-2018,6,4,6,16,3,5,24,24,92219679,94580031,30-10-2018,2
230,CTPT-8346,NA,APP-1229,"Sellers, Khan and Church",Education,APPROVE,APPWF_RSTBB,Fresh,N,WEST,Derek Hamilton,RM1665,Keith Kramer,Christopher Hawkins,Harry Harris,FRC,February,10,N,N,13-11-2023,15-11-2023,17-11-2023,22-11-2023,22-11-2023,27-11-2023,9,5,3,17,3,2,22,25,34365335,36781219,30-11-2023,3
231,CTPT-4416,NA,APP-1230,Smith Ltd,Manufacturing,APPROVE,APPWF_RSTBB,Restructuring,N,SOUTH,Sandy Gutierrez,RM5030,Megan Madden,Alexander Ramirez,John Weeks,BOD,February,10,N,N,31-12-2020,01-01-2021,02-01-2021,03-01-2021,03-01-2021,03-01-2021,7,2,3,12,4,4,20,23,52502343,53626689,05-01-2021,2
232,CTPT-8161,NA,APP-1231,George and Sons,Retail,APPROVE,APPWF_BGNBB,Restructuring,N,SOUTH,Joseph Ford,RM6356,Keith Kramer,Shannon Jackson,John Weeks,FRC,October,10,Y,Y,14-03-2018,14-03-2018,15-03-2018,18-03-2018,21-03-2018,22-03-2018,4,5,9,18,2,1,21,24,62372909,62114719,24-03-2018,2
233,CTPT-6707,NA,APP-1232,"Peterson, Long and Herrera",IT Services,APPROVE,APPWF_BGNBB,Restructuring,N,EAST,Justin Walton,RM9466,Ian Sweeney,Christopher Hawkins,Richard Ferguson,JDC,May,4,Y,N,21-04-2022,22-04-2022,23-04-2022,24-04-2022,26-04-2022,26-04-2022,9,4,3,16,4,5,25,26,83506677,85742237,26-04-2022,0
234,CTPT-5357,NA,APP-1233,Taylor-Sims,Manufacturing,REJECT,APPWF_BGNBB,Renewal,N,CENTRAL,Sandy Gutierrez,RM3908,Stephanie Pearson,Shannon Jackson,Harry Harris,BOD,January,9,N,Y,05-06-2021,06-06-2021,09-06-2021,09-06-2021,NA,NA,1,2,4,7,1,5,13,15,37627181,37941670,NA,NA
235,CTPT-9925,FCR-989,APP-1234,Gordon-Franklin,Automobile,REJECT,APPWF_RSTBB,Restructuring,Y,SOUTH,Howard Myers,RM6695,Scott Aguilar,Karen Nelson,Richard Ferguson,FRC,November,2,Y,Y,19-04-2019,21-04-2019,21-04-2019,21-04-2019,NA,NA,5,6,10,21,1,1,23,24,50888650,51039728,NA,NA
236,CTPT-2259,NA,APP-1235,"Barber, Hodges and Arias",Manufacturing,PENDING,APPWF_BGNBB,Restructuring,Y,WEST,Brandi Brown,RM1367,Matthew Horn,Shannon Jackson,Richard Ferguson,JDC,June,8,N,Y,15-07-2022,17-07-2022,17-07-2022,21-07-2022,NA,NA,5,5,2,12,5,4,21,22,88941319,90521609,NA,NA
237,CTPT-6449,NA,APP-1236,Gross and Sons,Automobile,APPROVE,APPWF_BGNBB,Renewal,N,CENTRAL,Douglas Mccarthy,RM9122,Carlos Wilson,Alexander Ramirez,Harry Harris,BOD,July,8,Y,Y,21-08-2020,21-08-2020,21-08-2020,24-08-2020,26-08-2020,27-08-2020,2,6,8,16,2,2,20,22,4271118,6393258,30-08-2020,3
238,CTPT-6899,FCR-373,APP-1237,Hobbs-Walton,Pharmaceuticals,PENDING,APPWF_BGNBB,Restructuring,Y,SOUTH,Andrea Brown,RM3816,Megan Madden,Christopher Hawkins,Richard Ferguson,FRC,July,3,Y,N,25-04-2020,26-04-2020,27-04-2020,29-04-2020,NA,NA,10,2,2,14,4,1,19,19,88280622,90428900,NA,NA
239,CTPT-1715,NA,APP-1238,"Simmons, Lambert and White",Education,APPROVE,APPWF_RNWBB,Renewal,Y,SOUTH,Jon Wiggins,RM2920,Lisa Patel,Teresa Aguilar,Joan Barry,FRC,October,10,N,Y,03-03-2019,03-03-2019,05-03-2019,06-03-2019,07-03-2019,11-03-2019,5,5,2,12,2,4,18,18,39841805,43027587,13-03-2019,2
240,CTPT-2758,NA,APP-1239,"Vaughan, Johnson and Smith",Pharmaceuticals,PENDING,APPWF_RNWBB,Renewal,N,EAST,Brandi Brown,RM7585,Jeffrey White,Shannon Jackson,Richard Ferguson,JDC,December,1,Y,Y,14-04-2022,15-04-2022,16-04-2022,21-04-2022,NA,NA,7,9,1,17,2,2,21,24,60350785,61655098,NA,NA
241,CTPT-4130,FCR-105,APP-1240,"Golden, Richards and Bradshaw",Manufacturing,APPROVE,APPWF_BGNBB,Restructuring,Y,SOUTH,Jonathan Daniel,RM4381,Leonard Young,Christopher Hawkins,Joseph Hicks,FRC,July,9,N,Y,28-02-2025,02-03-2025,03-03-2025,07-03-2025,08-03-2025,11-03-2025,9,4,6,19,4,5,28,31,33439907,34642773,14-03-2025,3
242,CTPT-7752,NA,APP-1241,"Torres, Lee and Cook",Automobile,PENDING,APPWF_RSTBB,Fresh,Y,CENTRAL,Brandi Brown,RM3253,Juan Reeves,Alexander Ramirez,Joseph Hicks,FRC,June,8,N,N,04-01-2022,05-01-2022,08-01-2022,09-01-2022,NA,NA,5,3,8,16,3,2,21,21,6388935,6050682,NA,NA
243,CTPT-2167,NA,APP-1242,"Lopez, Miller and Petty",Textiles,APPROVE,APPWF_RNWBB,Restructuring,Y,CENTRAL,Douglas Mccarthy,RM1149,Jeffrey White,Christopher Hawkins,John Weeks,JDC,June,3,N,Y,24-05-2022,25-05-2022,28-05-2022,30-05-2022,30-05-2022,04-06-2022,8,8,2,18,2,4,24,26,96067059,100935999,04-06-2022,0
244,CTPT-1138,FCR-442,APP-1243,Murphy-Hanson,Education,PENDING,APPWF_RNWBB,Fresh,Y,SOUTH,Douglas Mccarthy,RM7808,Stephanie Pearson,Alexander Ramirez,Joan Barry,JDC,June,5,N,N,23-01-2021,23-01-2021,26-01-2021,27-01-2021,NA,NA,9,7,1,17,4,1,22,23,95265861,95506270,NA,NA
245,CTPT-6553,NA,APP-1244,Gomez-Hess,Automobile,APPROVE,APPWF_RNWBB,Restructuring,Y,EAST,Renee Burke,RM4716,Monica Richardson,Karen Nelson,John Weeks,BOD,June,2,N,N,29-04-2022,30-04-2022,02-05-2022,05-05-2022,08-05-2022,09-05-2022,8,8,1,17,4,4,25,28,17953178,21572957,11-05-2022,2
246,CTPT-8525,NA,APP-1245,Hogan-James,Textiles,APPROVE,APPWF_RNWBB,Renewal,N,WEST,Stephen Singh,RM7438,Carlos Wilson,Karen Nelson,Joseph Hicks,FRC,December,1,N,Y,05-05-2018,06-05-2018,08-05-2018,09-05-2018,11-05-2018,11-05-2018,5,3,7,15,4,4,23,25,7968694,9638905,11-05-2018,0
247,CTPT-8508,NA,APP-1246,Nichols Group,Pharmaceuticals,PENDING,APPWF_RSTBB,Renewal,Y,CENTRAL,Franklin Harrell DDS,RM5407,Leonard Young,Karen Nelson,Joan Barry,BOD,March,1,Y,Y,07-10-2022,08-10-2022,08-10-2022,10-10-2022,NA,NA,3,9,8,20,2,1,23,26,85141251,85604304,NA,NA
248,CTPT-2732,NA,APP-1247,Miller PLC,Textiles,REJECT,APPWF_RSTBB,Restructuring,N,WEST,Stephen Singh,RM2190,Carlos Wilson,Shannon Jackson,Richard Ferguson,BOD,August,1,N,N,07-09-2018,07-09-2018,08-09-2018,09-09-2018,NA,NA,1,1,10,12,2,5,19,21,55619652,57190102,NA,NA
249,CTPT-5023,NA,APP-1248,Trevino and Sons,Manufacturing,PENDING,APPWF_RNWBB,Restructuring,N,CENTRAL,Stephen Singh,RM2013,Tammy Moody,Karen Nelson,Joan Barry,BOD,December,6,N,Y,20-09-2023,20-09-2023,23-09-2023,27-09-2023,NA,NA,1,10,4,15,1,2,18,21,48861319,51134784,NA,NA
250,CTPT-5312,FCR-487,APP-1249,Schroeder-Stein,Retail,APPROVE,APPWF_RSTBB,Restructuring,Y,SOUTH,Kimberly Gillespie,RM3898,James Scott,Karen Nelson,Harry Harris,ZCC,May,5,Y,N,02-08-2023,04-08-2023,07-08-2023,12-08-2023,15-08-2023,15-08-2023,8,4,8,20,5,5,30,32,78365499,81023498,18-08-2023,3
251,CTPT-5637,NA,APP-1250,"Lawson, Jackson and Jordan",Textiles,REJECT,APPWF_RNWBB,Renewal,N,EAST,Howard Myers,RM3815,Chris Carr,Karen Nelson,John Weeks,ZCC,October,2,Y,N,17-05-2022,18-05-2022,20-05-2022,25-05-2022,NA,NA,5,4,3,12,2,3,17,17,27903384,27558845,NA,NA
252,CTPT-8403,NA,APP-1251,Diaz-Espinoza,Manufacturing,APPROVE,APPWF_BGNBB,Restructuring,Y,EAST,Joseph Ford,RM9321,Jeanette Mata,Teresa Aguilar,Harry Harris,FRC,January,7,N,N,23-07-2022,24-07-2022,27-07-2022,29-07-2022,31-07-2022,05-08-2022,6,8,5,19,2,5,26,26,7894834,8097429,06-08-2022,1
253,CTPT-5321,NA,APP-1252,"Ruiz, Gibson and Serrano",Retail,APPROVE,APPWF_BGNBB,Fresh,Y,EAST,Steve Jones,RM1604,Taylor James,Alexander Ramirez,Joseph Hicks,JDC,March,2,Y,N,09-02-2025,09-02-2025,12-02-2025,14-02-2025,14-02-2025,17-02-2025,2,5,2,9,2,3,14,15,45108307,47358210,17-02-2025,0
254,CTPT-1581,NA,APP-1253,"Martinez, Butler and Wilson",Pharmaceuticals,PENDING,APPWF_RSTBB,Restructuring,N,NORTH,Renee Burke,RM1813,Scott Fox,Teresa Aguilar,John Weeks,JDC,March,4,N,Y,28-03-2020,30-03-2020,01-04-2020,06-04-2020,NA,NA,7,10,4,21,1,1,23,24,10735199,11486356,NA,NA
255,CTPT-1455,NA,APP-1254,Evans Ltd,Retail,APPROVE,APPWF_BGNBB,Restructuring,Y,SOUTH,Deanna Jones,RM2913,Chris Carr,Christopher Hawkins,Harry Harris,ZCC,February,6,Y,Y,08-09-2021,09-09-2021,11-09-2021,13-09-2021,16-09-2021,21-09-2021,10,1,10,21,4,4,29,31,3754720,6753773,23-09-2021,2
256,CTPT-7537,NA,APP-1255,Kennedy-Martinez,Retail,APPROVE,APPWF_RSTBB,Renewal,Y,WEST,Deanna Jones,RM9914,Megan Madden,Christopher Hawkins,Joseph Hicks,FRC,January,2,Y,N,09-08-2021,09-08-2021,10-08-2021,13-08-2021,14-08-2021,18-08-2021,4,3,3,10,5,4,19,20,5975134,10831465,19-08-2021,1
257,CTPT-4175,NA,APP-1256,Monroe-Wilkerson,Manufacturing,APPROVE,APPWF_RNWBB,Renewal,Y,SOUTH,Andrea Brown,RM1823,Ricardo Mcknight,Alexander Ramirez,Richard Ferguson,ZCC,January,2,N,N,11-12-2019,12-12-2019,12-12-2019,12-12-2019,13-12-2019,16-12-2019,2,9,7,18,2,2,22,24,47033624,46956239,17-12-2019,1
258,CTPT-2774,NA,APP-1257,Robertson and Sons,Manufacturing,APPROVE,APPWF_RNWBB,Fresh,N,NORTH,Deanna Jones,RM8604,Lisa Patel,Alexander Ramirez,Richard Ferguson,FRC,September,7,Y,Y,23-05-2018,25-05-2018,28-05-2018,29-05-2018,29-05-2018,01-06-2018,2,5,5,12,4,5,21,22,53514953,58491352,03-06-2018,2
259,CTPT-6005,NA,APP-1258,Brock-Johnson,Education,PENDING,APPWF_BGNBB,Fresh,N,WEST,Deanna Jones,RM5769,Lisa Patel,Christopher Hawkins,Richard Ferguson,FRC,March,7,N,Y,19-09-2022,19-09-2022,20-09-2022,25-09-2022,NA,NA,7,1,6,14,5,5,24,24,3175364,5645942,NA,NA
260,CTPT-6860,FCR-374,APP-1259,Kelly-Johnson,Retail,PENDING,APPWF_RSTBB,Fresh,N,EAST,Sarah Weaver,RM1208,Megan Madden,Alexander Ramirez,Harry Harris,ZCC,June,4,Y,N,12-11-2018,12-11-2018,13-11-2018,17-11-2018,NA,NA,3,6,7,16,2,3,21,22,58069551,57626213,NA,NA
261,CTPT-4968,NA,APP-1260,Elliott-Gonzalez,Manufacturing,APPROVE,APPWF_RSTBB,Renewal,N,CENTRAL,Derek Hamilton,RM9891,Juan Reeves,Teresa Aguilar,Richard Ferguson,ZCC,October,8,N,Y,12-07-2019,12-07-2019,14-07-2019,18-07-2019,18-07-2019,23-07-2019,2,8,10,20,1,2,23,24,60234015,64849102,25-07-2019,2
262,CTPT-4923,FCR-353,APP-1261,"Brooks, Bowers and Campbell",IT Services,APPROVE,APPWF_RNWBB,Renewal,N,EAST,Renee Burke,RM2194,Carlos Wilson,Alexander Ramirez,Richard Ferguson,JDC,January,7,Y,Y,13-01-2021,15-01-2021,15-01-2021,19-01-2021,20-01-2021,25-01-2021,6,1,8,15,4,1,20,23,23079833,23980539,25-01-2021,0
263,CTPT-1886,NA,APP-1262,"Martin, Garcia and Turner",Manufacturing,REJECT,APPWF_RNWBB,Fresh,N,CENTRAL,Joseph Ford,RM4366,Megan Madden,Teresa Aguilar,Harry Harris,ZCC,November,3,Y,N,15-05-2019,15-05-2019,16-05-2019,21-05-2019,NA,NA,2,3,8,13,1,2,16,18,10966873,15744033,NA,NA
264,CTPT-5395,FCR-992,APP-1263,Myers Group,IT Services,PENDING,APPWF_BGNBB,Restructuring,N,SOUTH,Adam Ross,RM6928,Jill Mcintosh,Karen Nelson,Richard Ferguson,ZCC,July,7,N,N,10-10-2018,11-10-2018,13-10-2018,13-10-2018,NA,NA,7,10,8,25,5,5,35,37,7857489,7599132,NA,NA
265,CTPT-5705,NA,APP-1264,Gonzalez-Zimmerman,Manufacturing,PENDING,APPWF_RSTBB,Restructuring,Y,SOUTH,Sandy Gutierrez,RM3470,Leonard Young,Teresa Aguilar,Richard Ferguson,BOD,December,8,Y,Y,08-05-2018,09-05-2018,09-05-2018,09-05-2018,NA,NA,6,1,2,9,1,3,13,16,25854179,29301598,NA,NA
266,CTPT-8929,FCR-397,APP-1265,"Atkins, Sims and Lane",Textiles,REJECT,APPWF_RNWBB,Renewal,N,NORTH,Douglas Mccarthy,RM7746,Ricardo Mcknight,Christopher Hawkins,Richard Ferguson,BOD,June,9,Y,Y,10-04-2024,12-04-2024,15-04-2024,16-04-2024,NA,NA,1,8,8,17,2,5,24,26,23873246,26488448,NA,NA
267,CTPT-8885,NA,APP-1266,Foster-Graham,Retail,APPROVE,APPWF_RNWBB,Restructuring,Y,EAST,Steve Jones,RM8823,Chris Carr,Karen Nelson,Richard Ferguson,JDC,May,8,N,Y,12-12-2020,13-12-2020,15-12-2020,16-12-2020,16-12-2020,16-12-2020,1,2,3,6,5,1,12,13,1088321,3856143,19-12-2020,3
268,CTPT-1252,FCR-458,APP-1267,"King, Meyer and Valencia",Construction,REJECT,APPWF_RNWBB,Renewal,Y,EAST,Jonathan Daniel,RM7627,Scott Aguilar,Teresa Aguilar,Joan Barry,ZCC,December,10,Y,Y,28-10-2023,30-10-2023,01-11-2023,05-11-2023,NA,NA,3,9,9,21,4,5,30,32,23204426,26332435,NA,NA
269,CTPT-2809,FCR-521,APP-1268,Robinson-Morris,Pharmaceuticals,PENDING,APPWF_RNWBB,Restructuring,Y,EAST,Deanna Jones,RM9213,Monica Richardson,Alexander Ramirez,Joseph Hicks,FRC,February,8,Y,Y,26-05-2021,28-05-2021,30-05-2021,01-06-2021,NA,NA,9,1,3,13,2,5,20,22,25659108,30311279,NA,NA
270,CTPT-8981,NA,APP-1269,Hicks PLC,Construction,REJECT,APPWF_BGNBB,Restructuring,N,WEST,Adam Ross,RM6269,Juan Reeves,Christopher Hawkins,Harry Harris,ZCC,October,9,Y,N,03-02-2021,04-02-2021,04-02-2021,06-02-2021,NA,NA,4,1,4,9,1,3,13,15,5011783,6645902,NA,NA
271,CTPT-2625,NA,APP-1270,Flowers and Sons,Construction,PENDING,APPWF_RNWBB,Restructuring,Y,CENTRAL,Franklin Harrell DDS,RM7917,Scott Aguilar,Alexander Ramirez,Richard Ferguson,BOD,February,4,N,N,18-06-2019,18-06-2019,18-06-2019,21-06-2019,NA,NA,6,2,6,14,5,5,24,25,31450223,32074351,NA,NA
272,CTPT-5997,NA,APP-1271,"Mayo, Williams and Cantrell",Manufacturing,REJECT,APPWF_BGNBB,Renewal,Y,CENTRAL,Derek Hamilton,RM6548,Jeanette Mata,Shannon Jackson,Harry Harris,FRC,October,8,N,N,28-12-2018,30-12-2018,30-12-2018,01-01-2019,NA,NA,9,5,9,23,5,1,29,32,85912424,88761791,NA,NA
273,CTPT-1194,NA,APP-1272,"Leblanc, Aguilar and Adams",Automobile,PENDING,APPWF_RSTBB,Fresh,Y,SOUTH,Derek Hamilton,RM5466,Lisa Patel,Alexander Ramirez,Harry Harris,ZCC,September,5,N,Y,19-02-2021,20-02-2021,23-02-2021,25-02-2021,NA,NA,1,1,1,3,3,3,9,9,20630402,21708473,NA,NA
274,CTPT-1566,NA,APP-1273,"Benjamin, Archer and Roberts",Manufacturing,REJECT,APPWF_RNWBB,Fresh,Y,CENTRAL,Howard Myers,RM5962,James Scott,Shannon Jackson,Joan Barry,ZCC,December,4,N,Y,14-07-2021,15-07-2021,16-07-2021,19-07-2021,NA,NA,7,2,10,19,3,5,27,30,38540892,38815575,NA,NA
275,CTPT-6809,NA,APP-1274,Nguyen-Juarez,IT Services,REJECT,APPWF_BGNBB,Fresh,N,CENTRAL,Jon Wiggins,RM3324,Monica Richardson,Teresa Aguilar,Richard Ferguson,BOD,May,2,Y,N,05-10-2018,07-10-2018,08-10-2018,09-10-2018,NA,NA,6,4,9,19,4,2,25,25,84631546,87834765,NA,NA
276,CTPT-9429,NA,APP-1275,"Ross, Church and Bean",Construction,PENDING,APPWF_RNWBB,Renewal,N,NORTH,Derek Hamilton,RM7471,Chris Carr,Teresa Aguilar,Joan Barry,ZCC,January,3,Y,Y,29-07-2023,30-07-2023,02-08-2023,02-08-2023,NA,NA,9,2,8,19,1,5,25,27,11427585,12707215,NA,NA
277,CTPT-4929,NA,APP-1276,Gallegos Inc,Textiles,PENDING,APPWF_RNWBB,Restructuring,N,NORTH,Stephen Singh,RM3773,Scott Fox,Teresa Aguilar,Joseph Hicks,FRC,October,4,N,N,02-08-2019,04-08-2019,07-08-2019,09-08-2019,NA,NA,4,4,1,9,1,2,12,12,1011047,1537811,NA,NA
278,CTPT-8710,FCR-704,APP-1277,"Barker, Brown and Garner",Retail,PENDING,APPWF_RSTBB,Fresh,Y,CENTRAL,Kimberly Gillespie,RM9005,Ian Sweeney,Shannon Jackson,Joseph Hicks,ZCC,July,1,N,N,31-07-2018,01-08-2018,04-08-2018,08-08-2018,NA,NA,5,5,9,19,3,3,25,27,54526867,54436839,NA,NA
279,CTPT-6348,NA,APP-1278,"Daniel, Bradford and Johnson",Retail,APPROVE,APPWF_RSTBB,Fresh,Y,WEST,Adam Ross,RM2493,Matthew Horn,Alexander Ramirez,Richard Ferguson,BOD,January,3,Y,Y,23-04-2018,25-04-2018,26-04-2018,28-04-2018,28-04-2018,29-04-2018,4,10,1,15,1,5,21,21,21717665,25476275,02-05-2018,3
280,CTPT-3739,NA,APP-1279,"Jackson, Ponce and Bradley",Textiles,APPROVE,APPWF_BGNBB,Fresh,N,WEST,Renee Burke,RM2274,Leonard Young,Teresa Aguilar,Joan Barry,JDC,October,1,Y,Y,01-06-2019,03-06-2019,03-06-2019,07-06-2019,09-06-2019,14-06-2019,5,7,2,14,1,4,19,19,57941755,57773632,16-06-2019,2
281,CTPT-6344,NA,APP-1280,Fernandez-Williams,Education,APPROVE,APPWF_RNWBB,Restructuring,N,SOUTH,Andrea Brown,RM3760,Tammy Moody,Christopher Hawkins,Harry Harris,BOD,January,7,N,Y,02-06-2018,04-06-2018,06-06-2018,11-06-2018,12-06-2018,13-06-2018,10,3,10,23,3,4,30,32,84692241,88864879,16-06-2018,3
282,CTPT-8453,NA,APP-1281,Lowe Group,Textiles,APPROVE,APPWF_BGNBB,Restructuring,Y,SOUTH,Howard Myers,RM7540,James Scott,Shannon Jackson,Joseph Hicks,ZCC,January,4,Y,N,08-02-2018,09-02-2018,11-02-2018,13-02-2018,13-02-2018,18-02-2018,6,2,6,14,2,5,21,21,27454319,29249163,21-02-2018,3
283,CTPT-5797,NA,APP-1282,Flores LLC,Automobile,REJECT,APPWF_RSTBB,Fresh,N,CENTRAL,Justin Walton,RM2888,Juan Reeves,Shannon Jackson,Joan Barry,ZCC,January,1,Y,N,07-04-2021,09-04-2021,10-04-2021,14-04-2021,NA,NA,1,8,5,14,3,5,22,23,68745776,73351538,NA,NA
284,CTPT-9381,NA,APP-1283,Montgomery-Phillips,Education,PENDING,APPWF_BGNBB,Fresh,N,CENTRAL,Adam Ross,RM4583,Jill Mcintosh,Teresa Aguilar,John Weeks,FRC,October,5,Y,Y,26-05-2022,28-05-2022,29-05-2022,01-06-2022,NA,NA,9,9,6,24,1,5,30,30,54709211,59675436,NA,NA
