Sr_No,Cust_ID,FCC_FCR_ID,Application_No,Cust_Name,Segment,Application_Status,Type_of_Workflow,Type_of_case,Proj_Finance (Y/N),Zone,RM_Name,RM_ID,Analyst_Name,RBH_Name,RCH_Name,JD/Committee,Final_Approval_Month,#_Iterations,Business_Supervisory_Review_(Y/N),Credit_Supervisory_Review_(Y/N),Date_of_Input,Date_of_Login,Date_of_Circulation,Date_of_BH_Approval,Date_of_CH_Approval,Date_of_Final_Approval,CAM_Creation_TAT,Credit_Review_TAT,Business_Review_TAT,Total_Review_TAT,Committee_TAT,RM_TAT,Final_TAT,Overall_TAT,Current_Exposure,Proposed_Exposure,CAM_Finalization_InDate,CAM_Finalization_TAT
167,CTPT-3076,FCR-107,APP-1166,"Mccoy, Miller and Summers",Pharmaceuticals,PENDING,APPWF_RNWBB,Fresh,Y,CENTRAL,Christopher Ellis,RM9814,James King,Michael Terry,Rachel Contreras,FRC,December,5,Y,N,26-11-2022,27-11-2022,29-11-2022,03-12-2022,NA,NA,9,3,7,19,2,5,26,29,1362943,5291152,NA,NA
168,CTPT-9777,NA,APP-1167,Richards-Gonzalez,Pharmaceuticals,APPROVE,APPWF_RNWBB,Restructuring,N,CENTRAL,Elizabeth Townsend,RM6964,Ronald Evans,Elizabeth Doyle,Dana Vargas,JDC,May,7,N,N,12-09-2024,12-09-2024,12-09-2024,15-09-2024,15-09-2024,16-09-2024,8,5,8,21,5,4,30,30,4983017,4580969,16-09-2024,0
169,CTPT-2109,NA,APP-1168,"Smith, Garcia and Jones",Automobile,PENDING,APPWF_RSTBB,Renewal,N,EAST,Shannon Clark,RM5587,Shannon Rivera,Justin Myers,Rachel Contreras,FRC,August,5,N,N,10-04-2023,10-04-2023,10-04-2023,13-04-2023,NA,NA,2,5,3,10,4,3,17,19,81596224,83577517,NA,NA
170,CTPT-9339,NA,APP-1169,Woods Ltd,Pharmaceuticals,APPROVE,APPWF_RNWBB,Renewal,Y,CENTRAL,Peter Walker,RM5250,Cassandra Long MD,Adam Moreno,Jeffrey Phillips,FRC,August,5,Y,N,17-06-2018,18-06-2018,18-06-2018,18-06-2018,21-06-2018,24-06-2018,9,1,9,19,3,3,25,26,57918428,57631593,27-06-2018,3
171,CTPT-9250,FCR-678,APP-1170,Cruz-Wise,Retail,APPROVE,APPWF_RNWBB,Fresh,N,SOUTH,Hannah Mckay,RM3020,Max Sanders,Ralph Horton,Stephen Hess,JDC,February,1,Y,N,01-10-2021,02-10-2021,05-10-2021,07-10-2021,07-10-2021,07-10-2021,4,1,5,10,3,3,16,19,77236935,78977026,10-10-2021,3
172,CTPT-8463,NA,APP-1171,Hart-Hamilton,IT Services,APPROVE,APPWF_RNWBB,Restructuring,N,EAST,Elizabeth Townsend,RM5702,Jason Johnson,Adam Moreno,Jeffrey Phillips,JDC,August,1,N,Y,05-05-2020,07-05-2020,09-05-2020,11-05-2020,13-05-2020,17-05-2020,3,7,9,19,3,5,27,27,86248954,91004612,18-05-2020,1
173,CTPT-9153,NA,APP-1172,Alvarez-Reyes,Education,REJECT,APPWF_RNWBB,Renewal,N,NORTH,Samantha Smith DDS,RM2604,Catherine Brewer,Justin Myers,Jeffrey Phillips,BOD,June,10,N,Y,28-01-2023,30-01-2023,31-01-2023,04-02-2023,NA,NA,5,2,1,8,3,5,16,18,90034318,93873836,NA,NA
174,CTPT-4066,FCR-908,APP-1173,Gordon PLC,Textiles,REJECT,APPWF_BGNBB,Renewal,Y,NORTH,Christopher Ellis,RM5189,Joshua Shelton,Michael Terry,Jennifer Sullivan,FRC,June,9,N,N,17-03-2019,17-03-2019,17-03-2019,22-03-2019,NA,NA,10,2,5,17,2,3,22,24,86364572,88014505,NA,NA
175,CTPT-8881,NA,APP-1174,Faulkner Inc,Construction,REJECT,APPWF_RNWBB,Renewal,N,CENTRAL,Elizabeth Townsend,RM4006,Shannon White,Michael Terry,Jeffrey Phillips,FRC,December,2,N,N,31-08-2021,02-09-2021,02-09-2021,04-09-2021,NA,NA,6,2,10,18,3,1,22,24,73943934,77345660,NA,NA
176,CTPT-2533,NA,APP-1175,Barrett and Sons,Textiles,PENDING,APPWF_RNWBB,Fresh,N,WEST,Edward Rodriguez,RM9929,Jason Johnson,Elizabeth Doyle,Stephen Hess,BOD,February,4,N,N,30-07-2022,01-08-2022,01-08-2022,04-08-2022,NA,NA,4,3,5,12,5,4,21,24,35171996,39097865,NA,NA
177,CTPT-6769,FCR-193,APP-1176,Stuart and Sons,Automobile,PENDING,APPWF_RSTBB,Fresh,N,CENTRAL,Gary Murphy,RM5940,Danny Hoffman,Michael Terry,Jeffrey Phillips,FRC,August,10,N,N,25-02-2024,27-02-2024,28-02-2024,28-02-2024,NA,NA,9,10,5,24,5,2,31,33,76098687,80022739,NA,NA
178,CTPT-3444,NA,APP-1177,"Hansen, Thompson and Smith",Automobile,APPROVE,APPWF_RSTBB,Fresh,Y,SOUTH,Selena Hughes,RM7289,Christopher Martin,Ralph Horton,Jeffrey Phillips,BOD,May,7,Y,N,21-10-2022,22-10-2022,25-10-2022,29-10-2022,29-10-2022,30-10-2022,9,4,7,20,3,3,26,26,83390191,83995047,31-10-2022,1
179,CTPT-7891,NA,APP-1178,Reeves LLC,Manufacturing,APPROVE,APPWF_BGNBB,Renewal,Y,CENTRAL,Christopher Ellis,RM8015,Corey Johnson,Adam Moreno,Dana Vargas,BOD,February,6,Y,Y,20-11-2020,20-11-2020,22-11-2020,22-11-2020,25-11-2020,25-11-2020,3,3,7,13,5,4,22,23,86938679,87777064,26-11-2020,1
180,CTPT-5343,NA,APP-1179,Williams-Vargas,Textiles,APPROVE,APPWF_RSTBB,Restructuring,N,CENTRAL,Shannon Clark,RM1457,Ronald Evans,Adam Moreno,Rachel Contreras,JDC,January,4,Y,N,11-08-2018,12-08-2018,12-08-2018,17-08-2018,17-08-2018,21-08-2018,9,6,10,25,1,3,29,29,2996122,5976341,24-08-2018,3
181,CTPT-7446,FCR-790,APP-1180,Mcdaniel-Ellis,Retail,PENDING,APPWF_BGNBB,Restructuring,N,CENTRAL,David Stevens,RM5960,Cassandra Long MD,Elizabeth Doyle,Jeffrey Phillips,BOD,December,1,N,Y,25-08-2021,25-08-2021,27-08-2021,01-09-2021,NA,NA,1,4,5,10,4,3,17,19,45239285,46549901,NA,NA
182,CTPT-4939,NA,APP-1181,Sullivan-Moore,Manufacturing,PENDING,APPWF_BGNBB,Renewal,Y,WEST,Nancy Beck,RM9439,Shannon White,Ralph Horton,Dana Vargas,ZCC,February,6,Y,N,22-06-2018,23-06-2018,24-06-2018,28-06-2018,NA,NA,3,3,4,10,3,1,14,16,96480590,100503196,NA,NA
183,CTPT-7599,NA,APP-1182,"Franco, Gonzalez and Knapp",Automobile,APPROVE,APPWF_BGNBB,Restructuring,N,NORTH,Elizabeth Townsend,RM7005,Crystal Fischer,Adam Moreno,Jennifer Sullivan,FRC,October,6,Y,Y,24-05-2019,26-05-2019,29-05-2019,30-05-2019,01-06-2019,03-06-2019,1,10,7,18,5,5,28,31,59317564,63850243,05-06-2019,2
184,CTPT-6271,FCR-745,APP-1183,Rodriguez-Vega,Automobile,APPROVE,APPWF_RSTBB,Fresh,N,SOUTH,Savannah Watts,RM1489,Kathleen Stanley,Adam Moreno,Jeffrey Phillips,BOD,September,7,Y,Y,13-08-2024,14-08-2024,15-08-2024,19-08-2024,22-08-2024,25-08-2024,6,3,10,19,4,3,26,29,12601077,14647443,26-08-2024,1
185,CTPT-4506,NA,APP-1184,Hernandez Inc,Pharmaceuticals,APPROVE,APPWF_BGNBB,Fresh,N,SOUTH,Elizabeth Townsend,RM9802,Christopher Martin,Ralph Horton,Jeffrey Phillips,ZCC,February,8,N,N,01-09-2019,01-09-2019,02-09-2019,05-09-2019,05-09-2019,07-09-2019,3,2,1,6,3,4,13,13,69669905,72967429,09-09-2019,2
186,CTPT-3857,NA,APP-1185,"Rivera, Olson and Walker",IT Services,APPROVE,APPWF_RNWBB,Renewal,Y,WEST,Wendy Haynes,RM9101,Christy Sanchez,Adam Moreno,Stephen Hess,FRC,May,5,Y,N,11-07-2018,13-07-2018,15-07-2018,15-07-2018,15-07-2018,18-07-2018,9,9,3,21,5,5,31,34,2493366,3580090,21-07-2018,3
187,CTPT-3704,NA,APP-1186,Graham Inc,Textiles,REJECT,APPWF_BGNBB,Renewal,Y,EAST,Gary Murphy,RM5717,Crystal Fischer,Michael Terry,Jennifer Sullivan,ZCC,June,8,Y,Y,12-10-2024,13-10-2024,16-10-2024,19-10-2024,NA,NA,4,9,3,16,3,1,20,23,19491573,22640309,NA,NA
188,CTPT-9463,NA,APP-1187,Becker-Smith,IT Services,PENDING,APPWF_RSTBB,Restructuring,N,CENTRAL,Gary Murphy,RM2537,Cassandra Long MD,Michael Terry,Jeffrey Phillips,BOD,July,3,N,N,11-08-2023,11-08-2023,11-08-2023,16-08-2023,NA,NA,2,9,4,15,3,4,22,22,9447750,13972472,NA,NA
189,CTPT-5050,NA,APP-1188,Ferrell-Escobar,IT Services,APPROVE,APPWF_RSTBB,Renewal,Y,SOUTH,David Stevens,RM8897,Christopher Martin,Elizabeth Doyle,Dana Vargas,BOD,August,5,Y,Y,22-09-2018,23-09-2018,26-09-2018,27-09-2018,27-09-2018,28-09-2018,7,8,3,18,5,2,25,26,37573553,37759266,30-09-2018,2
190,CTPT-2799,NA,APP-1189,"Anderson, Reeves and Hoover",Manufacturing,APPROVE,APPWF_BGNBB,Fresh,N,EAST,Savannah Watts,RM5371,Ronald Evans,Adam Moreno,Jennifer Sullivan,JDC,December,10,Y,N,09-12-2018,10-12-2018,10-12-2018,15-12-2018,17-12-2018,19-12-2018,5,2,4,11,5,4,20,23,66575528,67906424,20-12-2018,1
191,CTPT-2259,NA,APP-1190,"Thomas, Hanson and Carrillo",Pharmaceuticals,APPROVE,APPWF_BGNBB,Restructuring,N,CENTRAL,Peter Walker,RM6535,Ronald Evans,Ralph Horton,Jennifer Sullivan,BOD,June,3,Y,Y,22-04-2018,23-04-2018,24-04-2018,24-04-2018,27-04-2018,29-04-2018,6,6,4,16,5,3,24,26,15709690,18306713,02-05-2018,3
192,CTPT-8634,NA,APP-1191,Alvarez-Martinez,Textiles,PENDING,APPWF_RNWBB,Fresh,N,CENTRAL,Felicia Fisher,RM3449,Brianna Wood,Justin Myers,Rachel Contreras,FRC,June,1,Y,N,22-09-2022,24-09-2022,27-09-2022,29-09-2022,NA,NA,2,5,4,11,1,4,16,19,1108843,1654406,NA,NA
193,CTPT-6272,NA,APP-1192,Myers-Aguirre,Textiles,APPROVE,APPWF_RNWBB,Restructuring,N,WEST,Christopher Ellis,RM1201,Danny Hoffman,Justin Myers,Dana Vargas,BOD,October,9,N,N,16-06-2024,16-06-2024,18-06-2024,22-06-2024,25-06-2024,30-06-2024,10,2,5,17,2,3,22,25,76581533,79363331,30-06-2024,0
194,CTPT-3017,NA,APP-1193,Johnson-Garcia,Automobile,REJECT,APPWF_RSTBB,Renewal,Y,WEST,Felicia Fisher,RM3438,Jason Johnson,Adam Moreno,Rachel Contreras,JDC,February,1,N,Y,05-04-2023,06-04-2023,09-04-2023,10-04-2023,NA,NA,4,1,8,13,3,1,17,19,38959383,39523332,NA,NA
195,CTPT-5534,NA,APP-1194,"Brady, Rivera and Rojas",Construction,APPROVE,APPWF_RSTBB,Restructuring,N,SOUTH,Christopher Ellis,RM2082,Brianna Wood,Adam Moreno,Jennifer Sullivan,BOD,September,2,N,N,01-02-2023,01-02-2023,01-02-2023,03-02-2023,06-02-2023,11-02-2023,4,9,3,16,2,5,23,26,16183031,17588562,11-02-2023,0
196,CTPT-9736,NA,APP-1195,Carter-Miller,Education,PENDING,APPWF_RNWBB,Fresh,Y,WEST,Savannah Watts,RM6481,Ross Green,Ralph Horton,Stephen Hess,ZCC,March,1,N,Y,05-11-2019,06-11-2019,09-11-2019,11-11-2019,NA,NA,7,1,9,17,2,4,23,26,18181756,22390638,NA,NA
197,CTPT-5376,NA,APP-1196,Reese Ltd,Automobile,PENDING,APPWF_BGNBB,Fresh,N,CENTRAL,Scott Martin,RM5951,Catherine Brewer,Ralph Horton,Jennifer Sullivan,FRC,December,8,N,N,23-03-2025,25-03-2025,28-03-2025,02-04-2025,NA,NA,2,2,1,5,2,2,9,12,18386279,19016909,NA,NA
198,CTPT-6411,NA,APP-1197,Perry Ltd,Automobile,REJECT,APPWF_RSTBB,Renewal,N,EAST,Peter Walker,RM7910,Danny Hoffman,Michael Terry,Jennifer Sullivan,ZCC,November,7,N,Y,29-11-2023,29-11-2023,01-12-2023,04-12-2023,NA,NA,8,9,9,26,5,3,34,36,81479379,83497671,NA,NA
199,CTPT-3974,FCR-601,APP-1198,Lester-Lloyd,Pharmaceuticals,APPROVE,APPWF_BGNBB,Fresh,Y,SOUTH,Samantha Smith DDS,RM3521,Joshua Shelton,Ralph Horton,Jeffrey Phillips,FRC,December,1,Y,Y,22-08-2021,24-08-2021,25-08-2021,30-08-2021,31-08-2021,31-08-2021,2,9,3,14,3,1,18,20,64592197,66770632,02-09-2021,2
200,CTPT-8565,FCR-235,APP-1199,"Cox, Garcia and Craig",Automobile,PENDING,APPWF_BGNBB,Restructuring,Y,EAST,Wendy Haynes,RM9738,Crystal Fischer,Michael Terry,Rachel Contreras,FRC,June,7,N,Y,05-12-2019,06-12-2019,07-12-2019,07-12-2019,NA,NA,5,1,3,9,3,5,17,17,54399107,58932909,NA,NA
201,CTPT-2221,FCR-389,APP-1200,"Chen, Francis and Delacruz",Retail,APPROVE,APPWF_RSTBB,Fresh,Y,NORTH,Alexandra Sanders PhD,RM3069,Crystal Fischer,Justin Myers,Stephen Hess,ZCC,April,3,Y,N,28-02-2021,01-03-2021,04-03-2021,06-03-2021,07-03-2021,11-03-2021,9,5,9,23,4,4,31,33,31046082,31695258,12-03-2021,1
202,CTPT-2500,NA,APP-1201,Johnson-Taylor,Automobile,PENDING,APPWF_RSTBB,Renewal,N,NORTH,Peter Walker,RM8534,Shannon White,Elizabeth Doyle,Jennifer Sullivan,FRC,March,10,N,N,09-05-2020,09-05-2020,11-05-2020,13-05-2020,NA,NA,5,9,5,19,3,5,27,30,18628727,20989718,NA,NA
203,CTPT-8712,NA,APP-1202,"Clark, West and George",Education,PENDING,APPWF_RSTBB,Fresh,Y,NORTH,Peter Walker,RM5810,Cassandra Long MD,Michael Terry,Jennifer Sullivan,FRC,October,7,Y,N,07-11-2022,09-11-2022,11-11-2022,12-11-2022,NA,NA,10,4,5,19,2,4,25,27,88535056,90270903,NA,NA
204,CTPT-3836,NA,APP-1203,Quinn-Dillon,Automobile,APPROVE,APPWF_RNWBB,Fresh,Y,EAST,Nancy Beck,RM5292,James King,Ralph Horton,Stephen Hess,JDC,January,1,N,Y,22-04-2019,22-04-2019,24-04-2019,24-04-2019,27-04-2019,02-05-2019,5,10,6,21,3,3,27,30,59410487,63587339,03-05-2019,1
205,CTPT-6161,NA,APP-1204,Lee-Richardson,Retail,REJECT,APPWF_BGNBB,Fresh,Y,EAST,Felicia Fisher,RM4738,Corey Johnson,Michael Terry,Dana Vargas,FRC,November,5,N,N,04-10-2020,04-10-2020,07-10-2020,11-10-2020,NA,NA,1,10,4,15,3,4,22,23,92584601,95625729,NA,NA
206,CTPT-8247,NA,APP-1205,"Jones, King and Salazar",Education,REJECT,APPWF_RSTBB,Fresh,N,EAST,Selena Hughes,RM1410,Ronald Evans,Elizabeth Doyle,Stephen Hess,JDC,October,7,Y,N,05-03-2023,07-03-2023,08-03-2023,09-03-2023,NA,NA,7,10,5,22,3,2,27,30,92957926,93730161,NA,NA
207,CTPT-9321,FCR-859,APP-1206,Mills-Brown,Automobile,APPROVE,APPWF_RNWBB,Fresh,Y,CENTRAL,Edward Rodriguez,RM2345,James King,Adam Moreno,Jeffrey Phillips,ZCC,January,5,Y,Y,04-09-2022,05-09-2022,07-09-2022,10-09-2022,11-09-2022,14-09-2022,2,1,9,12,4,4,20,23,12425621,16742518,16-09-2022,2
208,CTPT-7525,FCR-599,APP-1207,"Ford, Mejia and Alexander",Textiles,PENDING,APPWF_RSTBB,Fresh,N,SOUTH,Felicia Fisher,RM3855,James King,Adam Moreno,Jeffrey Phillips,FRC,August,9,N,N,15-04-2020,16-04-2020,16-04-2020,20-04-2020,NA,NA,3,9,10,22,2,3,27,29,9670977,10992327,NA,NA
209,CTPT-4663,FCR-581,APP-1208,Peterson and Sons,Education,APPROVE,APPWF_RNWBB,Fresh,N,SOUTH,Scott Martin,RM6378,Christopher Martin,Justin Myers,Dana Vargas,BOD,November,7,N,Y,19-06-2024,20-06-2024,20-06-2024,22-06-2024,25-06-2024,27-06-2024,7,8,8,23,3,5,31,34,24937853,28261455,27-06-2024,0
210,CTPT-4982,NA,APP-1209,Anderson-Mcdonald,Retail,APPROVE,APPWF_RSTBB,Fresh,N,WEST,Elizabeth Townsend,RM7944,Jason Johnson,Michael Terry,Rachel Contreras,JDC,October,3,N,N,24-10-2023,25-10-2023,27-10-2023,31-10-2023,03-11-2023,03-11-2023,1,10,9,20,4,5,29,31,62215397,67012970,06-11-2023,3
211,CTPT-1341,NA,APP-1210,Nguyen-Rodriguez,Retail,REJECT,APPWF_BGNBB,Fresh,Y,NORTH,Wendy Haynes,RM2396,Cassandra Long MD,Elizabeth Doyle,Rachel Contreras,ZCC,January,5,N,N,12-03-2024,13-03-2024,15-03-2024,17-03-2024,NA,NA,10,3,2,15,5,1,21,21,83864912,88143938,NA,NA
212,CTPT-1726,NA,APP-1211,Murray-Herrera,Retail,PENDING,APPWF_RSTBB,Restructuring,Y,CENTRAL,Selena Hughes,RM5281,Catherine Brewer,Ralph Horton,Jennifer Sullivan,JDC,September,10,N,Y,26-09-2024,28-09-2024,30-09-2024,04-10-2024,NA,NA,6,2,9,17,2,1,20,22,98888180,103707649,NA,NA
213,CTPT-6564,FCR-122,APP-1212,"Castillo, Mckay and Stein",Education,APPROVE,APPWF_RNWBB,Fresh,Y,CENTRAL,Tammy Harris,RM1889,Corey Johnson,Ralph Horton,Jennifer Sullivan,JDC,January,10,Y,Y,30-03-2020,01-04-2020,01-04-2020,06-04-2020,08-04-2020,09-04-2020,3,10,6,19,3,5,27,27,32726997,32301373,09-04-2020,0
214,CTPT-3555,NA,APP-1213,James Group,Textiles,APPROVE,APPWF_RSTBB,Renewal,Y,WEST,Gary Murphy,RM8273,Brianna Wood,Michael Terry,Stephen Hess,ZCC,June,6,Y,N,02-06-2021,02-06-2021,05-06-2021,09-06-2021,10-06-2021,11-06-2021,9,6,8,23,1,4,28,31,36818737,38677001,11-06-2021,0
215,CTPT-9238,NA,APP-1214,Stewart-Lopez,Retail,APPROVE,APPWF_BGNBB,Restructuring,N,WEST,Wendy Haynes,RM5312,Willie Lewis,Adam Moreno,Stephen Hess,ZCC,May,3,Y,Y,07-11-2023,07-11-2023,10-11-2023,10-11-2023,12-11-2023,16-11-2023,4,7,1,12,2,3,17,19,7804929,12642790,19-11-2023,3
216,CTPT-3009,FCR-322,APP-1215,Jackson and Sons,Textiles,APPROVE,APPWF_BGNBB,Restructuring,Y,CENTRAL,Tammy Harris,RM7107,Ronald Evans,Elizabeth Doyle,Stephen Hess,JDC,January,8,Y,N,17-01-2024,18-01-2024,18-01-2024,23-01-2024,26-01-2024,30-01-2024,2,10,3,15,2,4,21,24,68337110,69394540,01-02-2024,2
217,CTPT-8907,FCR-240,APP-1216,"Reid, Preston and Erickson",Retail,PENDING,APPWF_RNWBB,Fresh,N,WEST,Joshua Ramos,RM9729,Shannon Rivera,Justin Myers,Rachel Contreras,JDC,September,9,N,Y,08-04-2025,08-04-2025,11-04-2025,14-04-2025,NA,NA,10,10,6,26,1,3,30,32,88456850,88041846,NA,NA
218,CTPT-6533,NA,APP-1217,Cunningham-Ayala,Retail,REJECT,APPWF_BGNBB,Restructuring,N,NORTH,Tammy Harris,RM9559,Christopher Martin,Adam Moreno,Jeffrey Phillips,ZCC,January,7,Y,Y,08-03-2025,10-03-2025,12-03-2025,15-03-2025,NA,NA,10,2,3,15,2,4,21,21,79527279,82654688,NA,NA
219,CTPT-3339,NA,APP-1218,"Hudson, Martinez and Black",Education,REJECT,APPWF_RNWBB,Restructuring,Y,CENTRAL,Gary Murphy,RM8687,Jason Johnson,Adam Moreno,Jennifer Sullivan,ZCC,May,7,N,Y,24-07-2021,25-07-2021,25-07-2021,25-07-2021,NA,NA,10,5,4,19,5,1,25,28,31653411,31784204,NA,NA
220,CTPT-4502,NA,APP-1219,Edwards Group,Construction,APPROVE,APPWF_BGNBB,Renewal,Y,SOUTH,Christopher Ellis,RM5519,Shannon White,Ralph Horton,Jennifer Sullivan,ZCC,May,4,Y,N,02-08-2019,04-08-2019,04-08-2019,06-08-2019,08-08-2019,08-08-2019,10,3,9,22,3,2,27,27,32371488,32720458,11-08-2019,3
221,CTPT-9521,NA,APP-1220,Smith LLC,Textiles,PENDING,APPWF_RSTBB,Restructuring,N,NORTH,Edward Rodriguez,RM5467,Christopher Martin,Ralph Horton,Jeffrey Phillips,ZCC,August,10,Y,Y,30-11-2018,30-11-2018,02-12-2018,07-12-2018,NA,NA,4,7,9,20,4,5,29,30,42056874,45960259,NA,NA
222,CTPT-8354,NA,APP-1221,"Marquez, Werner and Jones",Construction,PENDING,APPWF_RSTBB,Restructuring,N,SOUTH,Tiffany Davis,RM9725,Shannon White,Ralph Horton,Jeffrey Phillips,BOD,June,5,N,Y,07-12-2019,09-12-2019,12-12-2019,15-12-2019,NA,NA,4,7,5,16,5,5,26,29,40695659,42181672,NA,NA
223,CTPT-6606,NA,APP-1222,Berg-Barron,Retail,REJECT,APPWF_RSTBB,Renewal,Y,NORTH,Joshua Ramos,RM2382,Max Sanders,Elizabeth Doyle,Dana Vargas,ZCC,May,7,N,Y,25-12-2020,27-12-2020,27-12-2020,31-12-2020,NA,NA,6,6,8,20,5,1,26,26,44283754,43907909,NA,NA
224,CTPT-8268,NA,APP-1223,Oconnell Ltd,Education,APPROVE,APPWF_BGNBB,Fresh,Y,SOUTH,Gary Murphy,RM8321,Brianna Wood,Elizabeth Doyle,Rachel Contreras,ZCC,June,1,N,N,11-07-2018,13-07-2018,15-07-2018,17-07-2018,18-07-2018,23-07-2018,9,8,2,19,5,1,25,27,7219833,11510847,23-07-2018,0
225,CTPT-2808,NA,APP-1224,Ho Group,Retail,REJECT,APPWF_BGNBB,Renewal,N,NORTH,Tiffany Davis,RM6263,Jason Johnson,Elizabeth Doyle,Jeffrey Phillips,FRC,July,1,Y,N,06-04-2025,07-04-2025,09-04-2025,13-04-2025,NA,NA,9,9,2,20,3,4,27,29,65764819,69278384,NA,NA
226,CTPT-1675,NA,APP-1225,Morris-Rice,Retail,APPROVE,APPWF_RNWBB,Renewal,Y,WEST,Edward Rodriguez,RM6439,Willie Lewis,Justin Myers,Jeffrey Phillips,FRC,November,9,Y,Y,31-08-2022,01-09-2022,02-09-2022,03-09-2022,05-09-2022,07-09-2022,9,10,10,29,4,5,38,39,53033853,55974077,10-09-2022,3
227,CTPT-8852,FCR-767,APP-1226,"Murphy, Kelley and Jones",Pharmaceuticals,PENDING,APPWF_RNWBB,Restructuring,Y,NORTH,Wendy Haynes,RM1183,James King,Adam Moreno,Stephen Hess,BOD,September,3,N,Y,30-05-2018,30-05-2018,31-05-2018,31-05-2018,NA,NA,3,5,2,10,1,5,16,18,36993112,36859525,NA,NA
228,CTPT-2981,NA,APP-1227,Sandoval Group,Automobile,APPROVE,APPWF_BGNBB,Restructuring,Y,WEST,Elizabeth Townsend,RM1882,James King,Michael Terry,Jeffrey Phillips,BOD,March,5,Y,N,31-05-2024,02-06-2024,05-06-2024,07-06-2024,08-06-2024,13-06-2024,10,1,9,20,4,2,26,29,6593627,7329270,16-06-2024,3
229,CTPT-1703,NA,APP-1228,Bautista Inc,Construction,PENDING,APPWF_RSTBB,Restructuring,Y,WEST,Savannah Watts,RM3538,Kathleen Stanley,Adam Moreno,Jennifer Sullivan,JDC,June,3,Y,N,09-03-2025,09-03-2025,09-03-2025,11-03-2025,NA,NA,4,6,4,14,2,1,17,20,92466811,93208803,NA,NA
230,CTPT-2616,FCR-764,APP-1229,"Sullivan, Moore and Cruz",IT Services,PENDING,APPWF_RNWBB,Restructuring,N,CENTRAL,Joshua Ramos,RM6851,Jason Johnson,Adam Moreno,Rachel Contreras,FRC,May,10,Y,N,20-02-2020,20-02-2020,21-02-2020,25-02-2020,NA,NA,9,1,4,14,4,5,23,23,68695683,68967843,NA,NA
231,CTPT-2175,NA,APP-1230,"Smith, Bartlett and Johnson",Education,PENDING,APPWF_BGNBB,Restructuring,Y,EAST,Tiffany Davis,RM9006,Kathleen Stanley,Ralph Horton,Jennifer Sullivan,BOD,June,3,Y,N,25-01-2019,26-01-2019,28-01-2019,28-01-2019,NA,NA,4,10,5,19,2,2,23,26,18251939,19868019,NA,NA
232,CTPT-9646,NA,APP-1231,Larsen-Graves,Retail,PENDING,APPWF_RNWBB,Fresh,N,NORTH,Joshua Ramos,RM4070,Jason Johnson,Ralph Horton,Stephen Hess,FRC,December,10,Y,N,05-03-2025,07-03-2025,10-03-2025,10-03-2025,NA,NA,4,7,4,15,3,5,23,25,64211452,69178130,NA,NA
233,CTPT-9656,NA,APP-1232,Garcia-Davis,Pharmaceuticals,REJECT,APPWF_RSTBB,Fresh,N,WEST,Samantha Smith DDS,RM3811,Corey Johnson,Adam Moreno,Jeffrey Phillips,ZCC,May,6,Y,Y,26-05-2019,28-05-2019,31-05-2019,03-06-2019,NA,NA,9,5,2,16,1,1,18,19,11499561,12870672,NA,NA
234,CTPT-4672,NA,APP-1233,Long-Harrison,Construction,APPROVE,APPWF_RSTBB,Fresh,Y,SOUTH,Wendy Haynes,RM8196,Jason Johnson,Adam Moreno,Jennifer Sullivan,FRC,March,6,Y,N,09-01-2024,11-01-2024,11-01-2024,16-01-2024,16-01-2024,20-01-2024,8,2,7,17,3,5,25,25,69474746,72359596,20-01-2024,0
235,CTPT-3636,NA,APP-1234,Johnson-Whitehead,Textiles,APPROVE,APPWF_RSTBB,Restructuring,Y,WEST,Gary Murphy,RM8253,Ross Green,Michael Terry,Jeffrey Phillips,JDC,October,5,Y,Y,21-06-2024,23-06-2024,26-06-2024,26-06-2024,29-06-2024,30-06-2024,1,7,2,10,2,3,15,18,94972911,99119984,01-07-2024,1
236,CTPT-2618,NA,APP-1235,"Smith, Johnson and Wright",Textiles,REJECT,APPWF_BGNBB,Renewal,Y,NORTH,Elizabeth Townsend,RM8489,Catherine Brewer,Adam Moreno,Jennifer Sullivan,FRC,July,10,Y,N,04-05-2025,05-05-2025,05-05-2025,09-05-2025,NA,NA,7,4,8,19,5,5,29,32,15123830,18348274,NA,NA
237,CTPT-9802,NA,APP-1236,Carter PLC,IT Services,APPROVE,APPWF_RNWBB,Fresh,Y,SOUTH,Felicia Fisher,RM8690,Max Sanders,Justin Myers,Jeffrey Phillips,JDC,August,8,Y,Y,28-05-2018,29-05-2018,01-06-2018,04-06-2018,04-06-2018,07-06-2018,2,7,10,19,5,5,29,31,30812595,31041073,07-06-2018,0
238,CTPT-6433,NA,APP-1237,"Miller, Moody and Morton",Education,APPROVE,APPWF_RSTBB,Restructuring,Y,EAST,Samantha Smith DDS,RM6617,Kathleen Stanley,Elizabeth Doyle,Jeffrey Phillips,FRC,September,5,N,Y,07-01-2025,09-01-2025,12-01-2025,17-01-2025,17-01-2025,19-01-2025,8,7,9,24,2,4,30,32,5661802,9230939,21-01-2025,2
